stage_id,lead_id,stage_name,stage_date,stage_order
e5b26973-0eeb-4d20-95c4-2bafe8367d82,2ce56e80-c4a1-47e3-aabf-9ee6d7eb6399,Contacted,2024-03-23,2.0
a3ac4c2c-1045-4358-ba03-d380b890ca24,2ce56e80-c4a1-47e3-aabf-9ee6d7eb6399,Qualified,2024-03-25,3.0
49df9ed1-fa7e-4a4c-b85e-85de1d1fce3a,2ce56e80-c4a1-47e3-aabf-9ee6d7eb6399,Demo Scheduled,2024-03-25,4.0
fa92fed7-f269-4316-b68c-07dcde558506,2ce56e80-c4a1-47e3-aabf-9ee6d7eb6399,Proposal Sent,2024-05-04,5.0
0f84aa67-809b-4000-8719-e636bf874906,2ce56e80-c4a1-47e3-aabf-9ee6d7eb6399,Closed Won,2024-03-26,6.0
b091aacc-a0ec-4536-91a0-a6066d396cc0,4529d77c-f002-4de8-88c1-1b94007bcda3,Contacted,2024-05-11,2.0
496512e5-5fbe-40e9-80f4-0d2cd62214d3,4529d77c-f002-4de8-88c1-1b94007bcda3,Qualified,2024-05-03,3.0
77c6c5d9-592c-4bdc-ac69-e6a1ea7240ec,4529d77c-f002-4de8-88c1-1b94007bcda3,Demo Scheduled,2024-05-22,4.0
e9f735b4-249b-457f-ac0e-7548493a5079,e7894c23-fe93-473f-a9ab-ceda118fa9eb,contacted,2024-02-13,2.0
35c8506d-243f-4a55-baa2-db8917cb4923,e7894c23-fe93-473f-a9ab-ceda118fa9eb,Qualified,2024-02-17,3.0
a21ce955-d433-4d7e-ae62-3f4494baea5a,e7894c23-fe93-473f-a9ab-ceda118fa9eb,demo,2024-02-18,4.0
17dee3cf-890f-4fde-826d-f3b9e7507b88,e7894c23-fe93-473f-a9ab-ceda118fa9eb,Proposal Sent,2024-02-15,5.0
9f760da8-f4a5-4308-bc15-3f7eb1a96cbd,0b4c09fe-ad01-4ae7-b30d-ce18cab2719b,Contacted,2024-05-09,2.0
692a737f-78b1-456b-9822-114e54557714,0b4c09fe-ad01-4ae7-b30d-ce18cab2719b,Qualified,2024-05-05,3.0
8614b166-3017-41b4-bc24-69c3f96af7f4,8e2fab2b-396b-4e6b-974b-5d8d833bf892,Contacted,2024-03-10,2.0
a72eed6e-3e73-4d0c-89f8-f3a4e1568372,8e2fab2b-396b-4e6b-974b-5d8d833bf892,Qualified,2024-03-22,3.0
d0e772fe-2f91-4e09-bca9-4c682119a669,8e2fab2b-396b-4e6b-974b-5d8d833bf892,demo,2024-03-16,4.0
a78b553c-1bb1-43bb-a81e-e1721c0e1e70,8e2fab2b-396b-4e6b-974b-5d8d833bf892,Proposal Sent,2024-04-10,5.0
615a5a3a-40ed-4f12-8bbd-985a830742d6,c254ffba-0a9a-485d-a5d4-7113e75211ce,Contacted,2024-03-05,2.0
4aae312b-7f8d-4ff1-94df-237a67ebf5ee,c254ffba-0a9a-485d-a5d4-7113e75211ce,Qualified,2024-03-11,3.0
3f5ac790-860a-4eba-b619-6cf67112b9ea,c254ffba-0a9a-485d-a5d4-7113e75211ce,Demo Scheduled,2024-04-11,4.0
492dec15-3bea-479f-85e2-e2ea8db7fb88,c254ffba-0a9a-485d-a5d4-7113e75211ce,Proposal Sent,2024-03-08,5.0
1dc305b5-f3ee-4e1d-b867-8cef3ce260f5,c254ffba-0a9a-485d-a5d4-7113e75211ce,Closed Won,2024-03-16,6.0
d313cb0b-ee75-4cbc-95e6-49a73273e476,3620d2ef-b96d-4e8b-ba71-7faf2c637373,Contacted,2024-05-03,2.0
ce3d1839-7399-4939-a41c-95777de0d9f5,512b895b-dd50-4a8d-be13-bdb5a82da1cd,Contacted,2024-05-30,2.0
224ac57e-1841-429a-8083-c5f141430901,512b895b-dd50-4a8d-be13-bdb5a82da1cd,Qualified,2024-05-31,3.0
795d3335-29f6-49ce-a193-4dee89bc7514,e8b840a9-7b34-4231-bf56-735f99606c17,Contacted,2024-04-05,2.0
64165092-cc21-4784-9a4f-513fe3a4030a,e8b840a9-7b34-4231-bf56-735f99606c17,Qualified,2024-04-07,3.0
ba09258c-12bb-44aa-b3c0-dbd7d3efe27b,e8b840a9-7b34-4231-bf56-735f99606c17,Demo Scheduled,2024-04-13,4.0
b6938a3d-837f-4dbc-997c-a990d3f80317,e8b840a9-7b34-4231-bf56-735f99606c17,Proposal Sent,2024-04-22,5.0
2d8f212b-5db8-495e-ae96-4d35117f1881,f8fdd3fa-c49b-4b09-8998-1baae5b2f036,Contacted,2025-01-30,2.0
363a6aee-4406-4eb8-ac61-b88b9593debf,f8fdd3fa-c49b-4b09-8998-1baae5b2f036,Qualified,2024-04-30,3.0
36a07d43-3307-4057-9373-0b20766eeb33,f8fdd3fa-c49b-4b09-8998-1baae5b2f036,demo scheduled,2024-05-16,4.0
b147dcf0-4203-447d-8c89-7c18864ada22,1454eee9-c768-4af6-af54-6205f26bca05,Contacted,2024-05-13,2.0
72833004-519d-4ff1-8cb9-779d5bc5654b,1454eee9-c768-4af6-af54-6205f26bca05,Qualified,2024-05-12,3.0
b5813bd8-ba55-42a7-88c6-b7be51922ff0,a5ab82b4-a109-445d-a8cd-6501483e2ea8,Contacted,2024-01-21,2.0
615f39a2-a21c-421f-8cef-32e3379e0023,a5ab82b4-a109-445d-a8cd-6501483e2ea8,mql,2024-01-23,-1.0
69e57229-07a4-45ca-a20b-424ca276f6b0,a5ab82b4-a109-445d-a8cd-6501483e2ea8,Demo Scheduled,2025-01-30,4.0
c0aafdd7-2668-41fc-9812-454517ae8b3b,a5ab82b4-a109-445d-a8cd-6501483e2ea8,Proposal Sent,2024-02-02,5.0
dab0467a-728f-4319-8c73-492ef5bcdbf1,a5ab82b4-a109-445d-a8cd-6501483e2ea8,Closed Won,2024-02-28,6.0
2e38b643-c667-4f8a-b0d5-5a21f176af1c,5236ccf2-6790-47bd-854d-4389a6185eb2,contacted,2024-04-14,2.0
ac8ecf9b-4cc8-4e5a-b538-d7ede2a36840,5236ccf2-6790-47bd-854d-4389a6185eb2,Qualified,2024-04-15,3.0
5d9a0b1f-6fae-42e7-ae2a-db648558d41a,5236ccf2-6790-47bd-854d-4389a6185eb2,Demo Scheduled,2024-05-17,4.0
c116c6ba-a755-4631-8f7e-b5796729d7ce,0f504501-381d-4862-9ffc-650780dc768e,Contacted,2024-04-28,2.0
b2e48844-a6a8-42f5-a3ac-5518c2d65dbb,337e0cc0-c398-4f88-97a3-b8cb7565b408,Contacted,2025-01-30,2.0
408adf92-1fb4-4a52-9923-801cae96f35e,337e0cc0-c398-4f88-97a3-b8cb7565b408,Qualified,2024-05-22,3.0
587e100c-5494-4f0b-a45f-2c9d6c56d1d7,337e0cc0-c398-4f88-97a3-b8cb7565b408,Demo Scheduled,2024-05-11,
ff5680f7-ec3c-4e4a-a437-905acb6e0ac4,337e0cc0-c398-4f88-97a3-b8cb7565b408,Proposal Sent,2024-05-13,5.0
1f03f92a-10d4-45e0-8e05-2f75d7a090a4,337e0cc0-c398-4f88-97a3-b8cb7565b408,Closed Won,2024-07-29,6.0
de9de933-ae14-4763-bdf3-f462ea7215ef,9d341685-9aa0-4b50-861f-2072eeae5616,Contacted,2024-04-22,2.0
ef9cd6f6-e655-4968-b12f-3b1155c1e7db,9d341685-9aa0-4b50-861f-2072eeae5616,Qualified,2024-04-20,3.0
43382e23-18f4-4d51-b72e-2bcbb7f8aee4,b8f6d265-c06a-4cbc-a58a-1dd418440d76,Contacted,2024-04-06,2.0
ac571ee6-363e-4d43-8de2-97da2811d806,b8f6d265-c06a-4cbc-a58a-1dd418440d76,Qualified,2024-04-22,3.0
e691bd05-6927-4017-b0b7-7443f396995b,b8f6d265-c06a-4cbc-a58a-1dd418440d76,Demo Scheduled,2024-04-16,4.0
eaee11db-4aaa-4484-a0dd-668bee4d9a3c,b8f6d265-c06a-4cbc-a58a-1dd418440d76,Proposal Sent,2024-05-07,5.0
51e97c05-67f1-4064-8ebf-f3d23fe88902,41fe5dc7-9345-47f1-8143-f06b7e5ea700,Contacted,2024-04-16,2.0
e594d949-20a3-459b-b644-95c70d5b7c6d,41fe5dc7-9345-47f1-8143-f06b7e5ea700,Qualified,2024-04-16,3.0
11e6392e-1dda-4459-a61d-62ab20200e0b,002afff1-430e-4925-a4a1-b3c3a0a56385,Contacted,2024-05-31,2.0
55c68a3e-4184-42f8-a93f-b2f8fa1a47ce,002afff1-430e-4925-a4a1-b3c3a0a56385,mql,2024-06-12,3.0
88642087-1b29-4af4-b158-a18867c76678,002afff1-430e-4925-a4a1-b3c3a0a56385,demo scheduled,2024-05-31,4.0
69a36800-6935-4adb-8caf-6944f1d004c4,002afff1-430e-4925-a4a1-b3c3a0a56385,Proposal Sent,2024-06-05,5.0
27ab1a99-46ac-46c5-858a-3099f7c961be,002afff1-430e-4925-a4a1-b3c3a0a56385,closed-won,2024-06-16,6.0
4bc03140-5564-4fe2-bd1d-af047d48c054,d98b702d-fe34-45aa-94a5-7a95377c4857,contacted,2024-02-06,2.0
950579b4-c902-4473-802c-bd097f583b8c,0fedf1fd-38d0-4368-9720-6b07f978a3b5,Contacted,2024-05-25,2.0
de03ea52-1c23-45da-b015-4f9ab621f690,0fedf1fd-38d0-4368-9720-6b07f978a3b5,Qualified,2024-06-04,3.0
269dcc57-79f8-423b-8fd4-9082b5adacab,0fedf1fd-38d0-4368-9720-6b07f978a3b5,demo,2024-06-08,4.0
f235a9de-7ee4-4ebe-806d-78950adacf59,69754479-13c7-4a1b-923a-044d9092fb6b,Contacted,2024-01-12,2.0
dbb9d377-a781-408c-b0d0-0a7b6b02c10b,69754479-13c7-4a1b-923a-044d9092fb6b,Qualified,2024-01-19,3.0
8c7071d8-20a4-4609-b30c-845a738d4ec4,69754479-13c7-4a1b-923a-044d9092fb6b,Demo Scheduled,2024-01-12,4.0
7662502d-9a89-4bc3-9b31-c2aa26ecfe08,ffc2b79c-aadd-440e-88ff-36c5dd506718,Contacted,2024-01-26,2.0
afd7c74c-90c8-49ce-9b4f-9cd1eee1c122,83edd59b-4239-42cd-a281-9a1992fd7ee4,Contacted,2024-02-01,2.0
6f18d2c2-1cfb-468e-8d0d-56ffa171053e,83edd59b-4239-42cd-a281-9a1992fd7ee4,Qualified,2024-02-12,3.0
72b50e40-f3d8-4122-b2bb-7cc9734281fe,4065aef1-22f2-4f56-96a7-fd225b2eee4d,Contacted,2024-05-16,2.0
6dd26fc3-865e-4c79-9012-129b8a587ea0,4065aef1-22f2-4f56-96a7-fd225b2eee4d,Qualified,2024-05-17,3.0
95ce3d6f-4752-48e6-90f5-c3401f7ed431,891b569e-ae7d-4a90-b973-9bc6fd0367bd,Contacted,2024-03-30,2.0
d72f094e-dca9-4e91-9dfa-0f3bdc11d542,891b569e-ae7d-4a90-b973-9bc6fd0367bd,Qualified,2024-04-10,3.0
107da7dd-4e14-4981-b27f-0028a8b6261e,bdb14fb5-ae57-46fd-98f5-06673421f76a,Contacted,2024-01-13,2.0
9dc0931a-735f-417d-85b3-ceb6d01db4bb,bdb14fb5-ae57-46fd-98f5-06673421f76a,Qualified,2024-01-23,3.0
8620f4be-09d5-49d6-8629-4ee5f7628455,bdb14fb5-ae57-46fd-98f5-06673421f76a,demo,2024-01-21,4.0
57dec648-8511-4648-83e4-520fb1bdd535,bdb14fb5-ae57-46fd-98f5-06673421f76a,Proposal Sent,2024-01-18,5.0
82f4c585-bb13-48e6-b436-df88efa97d3c,bdb14fb5-ae57-46fd-98f5-06673421f76a,Closed Won,2024-03-12,6.0
ea852296-2e9e-46ee-b457-d6cf0f191f2a,29c88406-3260-4c45-9e0c-22d93977c487,Contacted,2024-01-13,2.0
4b48520d-b8e6-4e6d-8cb4-e3c2d07cb034,29c88406-3260-4c45-9e0c-22d93977c487,Qualified,2024-01-19,3.0
1f03c6fa-7bc9-4bd1-8cdf-9f374a1b0ad1,29c88406-3260-4c45-9e0c-22d93977c487,Demo Scheduled,2024-01-14,4.0
60e2896f-58cb-4e3b-8ea3-374635632e3a,29c88406-3260-4c45-9e0c-22d93977c487,Proposal Sent,2024-02-11,5.0
6cd07cb5-ffa5-47c6-8558-1c14b0711b3a,29c88406-3260-4c45-9e0c-22d93977c487,Closed Won,2024-01-27,6.0
559a6510-7054-4abc-a71c-ae13644712eb,06b7af48-cde4-4f03-b52b-9283d551cc79,contacted,2024-03-27,2.0
206fee71-f445-4881-bdde-48affca44bce,06b7af48-cde4-4f03-b52b-9283d551cc79,Qualified,2024-04-04,3.0
10b14841-0844-4c71-b8a4-b11138700a6a,06b7af48-cde4-4f03-b52b-9283d551cc79,Demo Scheduled,2024-04-13,4.0
71a279f2-a453-4e47-bb5e-155e66155790,06b7af48-cde4-4f03-b52b-9283d551cc79,Proposal Sent,2024-04-06,5.0
00aa4e94-62ad-4ac5-9418-beccce52e86a,dd51778c-a0e0-45b3-9116-e141b52ff93b,Contacted,2024-04-26,2.0
1905506f-d208-4478-91be-cd42a7574688,dd51778c-a0e0-45b3-9116-e141b52ff93b,Qualified,2024-05-04,3.0
e4d055d2-1f24-44d9-9a6a-149e3ab47416,dd51778c-a0e0-45b3-9116-e141b52ff93b,Demo Scheduled,2024-05-14,4.0
0c3aaced-3be0-4962-9a3d-de77399d161e,c034ddd9-87f9-41dc-b0c6-710b5ec69ecd,Contacted,2024-03-21,2.0
439afcf7-2759-4663-96a6-d37cb5f47c87,c034ddd9-87f9-41dc-b0c6-710b5ec69ecd,Qualified,2024-03-25,3.0
ef8a7c9e-716d-48aa-b764-e7cad28f9779,c034ddd9-87f9-41dc-b0c6-710b5ec69ecd,Demo Scheduled,2024-04-03,4.0
a92719ad-accf-4a5e-8165-ffbe820808e0,c034ddd9-87f9-41dc-b0c6-710b5ec69ecd,Proposal Sent,2024-05-13,5.0
1acc3b19-8d46-4d98-8f11-9a6240b5586b,38cbd88b-5829-40a5-a302-11ad6601955a,Contacted,2024-02-02,2.0
12bf7282-b8d9-44af-9454-f6441f0f692d,38cbd88b-5829-40a5-a302-11ad6601955a,Qualified,2024-02-04,3.0
a14de7a0-0c48-465a-a9e5-5863807da593,38cbd88b-5829-40a5-a302-11ad6601955a,Demo Scheduled,2024-02-20,4.0
7edaff9a-8a77-4800-a85c-1d7250a196a3,38cbd88b-5829-40a5-a302-11ad6601955a,Proposal Sent,2024-03-10,5.0
06da851e-d4d8-42a0-ba48-4f5bf4f758d5,38cbd88b-5829-40a5-a302-11ad6601955a,Closed Won,2024-02-24,6.0
7dcc36eb-6ca3-4abd-a0d5-3e66a43d3c6d,9fd533ac-b084-4f34-9422-616a7d77de28,contacted,2024-04-04,99.0
d51cf6a1-9bf2-4426-a30a-1612c5172ea2,9fd533ac-b084-4f34-9422-616a7d77de28,Qualified,2024-04-09,3.0
a89cf588-cb47-422e-9ded-f8fc600f5cfc,9fd533ac-b084-4f34-9422-616a7d77de28,Demo Scheduled,2024-04-09,4.0
1b66e867-d056-4479-bcc3-c5d7bf20a7f4,9fd533ac-b084-4f34-9422-616a7d77de28,Proposal Sent,2024-05-04,5.0
68777e70-8ab2-428c-b133-8366081e0c2f,9fd533ac-b084-4f34-9422-616a7d77de28,Closed Won,2024-07-10,6.0
0756fe9f-aaaf-4d4e-ae00-39d08e623030,57ebeb4e-c090-4a32-b54f-60ebf2ff1ea3,Contacted,2024-05-17,2.0
77ae2176-4883-4e1e-8ba1-62386e38b326,57ebeb4e-c090-4a32-b54f-60ebf2ff1ea3,Qualified,2024-05-26,3.0
82201d84-8f9a-48b4-80d4-cb05eb9fffd6,57ebeb4e-c090-4a32-b54f-60ebf2ff1ea3,Demo Scheduled,2024-05-20,4.0
e6ef91da-e95b-431d-bec5-88b604c7e51a,57ebeb4e-c090-4a32-b54f-60ebf2ff1ea3,Proposal Sent,2024-08-03,5.0
a72603f5-aa38-4d57-a7e5-757db415942c,57ebeb4e-c090-4a32-b54f-60ebf2ff1ea3,Closed Won,2024-09-12,6.0
1dc83224-891f-4db4-a96f-0ebb77ac4b7e,f55aeb45-6b22-4629-96d7-002e5b4d3269,Contacted,2024-05-02,2.0
02212ff2-ab6a-4706-8236-36439b1eb38c,fbf463f5-fe9c-4fc9-8708-dfa73d9da9d9,Contacted,2024-01-12,2.0
0c1def4a-d561-4d59-81ac-4aaf5eaef20a,fbf463f5-fe9c-4fc9-8708-dfa73d9da9d9,Qualified,2024-01-15,3.0
c4c69fea-34eb-4ac1-bbaf-8f7da33c5742,fbf463f5-fe9c-4fc9-8708-dfa73d9da9d9,Demo Scheduled,2024-01-17,
99edcd8f-1626-4b91-ab50-8703c059d8ce,fbf463f5-fe9c-4fc9-8708-dfa73d9da9d9,Proposal Sent,2024-04-07,5.0
8e62cbd6-5743-421d-89e0-f9659644b06a,fbf463f5-fe9c-4fc9-8708-dfa73d9da9d9,Closed Won,2024-01-17,6.0
e4a6cf01-d3ea-4dd7-85ab-403b50590c74,8690d62a-5af6-44d6-b3af-8d85c9de4a2c,Contacted,2024-01-20,2.0
be3a477d-23b2-49a8-9d54-de22fe30fd56,8690d62a-5af6-44d6-b3af-8d85c9de4a2c,Qualified,2024-01-21,3.0
75463ba5-a9fe-45d5-aca5-507cfc9e1027,8690d62a-5af6-44d6-b3af-8d85c9de4a2c,demo scheduled,2024-01-22,4.0
f80280f8-e2fe-41e3-9100-a17d674b7852,8690d62a-5af6-44d6-b3af-8d85c9de4a2c,Proposal Sent,2024-01-30,-1.0
f9fb3966-703b-40a8-86c5-fad7b7c0565d,8690d62a-5af6-44d6-b3af-8d85c9de4a2c,Closed Won,2024-05-01,6.0
d24b3a9d-5544-4636-92ba-f7fc68d3f31a,47c382b3-22c8-464c-8bb5-d5389d45da89,Contacted,2024-05-24,
a8d7eb34-0659-431d-917e-de9d63836e55,47c382b3-22c8-464c-8bb5-d5389d45da89,Qualified,2024-05-30,3.0
08f0162e-7087-46ba-9478-74dd717c79fc,47c382b3-22c8-464c-8bb5-d5389d45da89,demo,2024-06-04,4.0
f8493ebe-c7af-4485-b008-461c9dd66a2b,47c382b3-22c8-464c-8bb5-d5389d45da89,Proposal Sent,2024-06-29,5.0
7524ae1f-98c2-4ff9-bea0-62f9a9a7a66a,47c382b3-22c8-464c-8bb5-d5389d45da89,closed-won,2024-10-25,6.0
3112d1d1-831f-4d2d-a7de-2664a15d5b39,03b3d5d9-60a1-4891-9a3f-3e8f59a68d44,Contacted,2024-03-14,2.0
c640400b-5631-4d26-8e86-1855c618cb37,03b3d5d9-60a1-4891-9a3f-3e8f59a68d44,Qualified,2024-03-16,3.0
343fb0a4-9fd2-4dbd-b3e2-3a3dc20cc4a2,03b3d5d9-60a1-4891-9a3f-3e8f59a68d44,demo,2024-03-15,4.0
b88d219e-85cd-42ac-9475-539d519a9ea2,03b3d5d9-60a1-4891-9a3f-3e8f59a68d44,Proposal Sent,2024-03-26,5.0
5f148847-3f58-4516-bdeb-fdd8e63be658,099881fc-8537-4ca3-9f23-8859b29047f4,Contacted,2024-05-20,2.0
6b069e92-3949-4749-9f4a-37e4fe64a52a,099881fc-8537-4ca3-9f23-8859b29047f4,Qualified,2024-05-29,3.0
bf63c3b5-c16b-4ac1-b843-ccd2c05c52a1,099881fc-8537-4ca3-9f23-8859b29047f4,Demo Scheduled,2024-06-26,4.0
94f14a85-3230-4448-a78d-bda9a9b772e1,5679dcbe-9ad8-439f-8a32-d78694cf50d3,Contacted,2024-03-27,2.0
8dfade37-8cbb-4e0d-bf38-9e764af2658d,5679dcbe-9ad8-439f-8a32-d78694cf50d3,Qualified,2024-04-13,3.0
51d516cc-e974-4a07-a4aa-8f1e21ec77cc,5679dcbe-9ad8-439f-8a32-d78694cf50d3,Demo Scheduled,2024-04-08,-1.0
509036c7-e437-4320-9653-885b7acc61f7,5679dcbe-9ad8-439f-8a32-d78694cf50d3,Proposal Sent,2024-04-03,5.0
bcffc9ec-f050-4a94-89db-7a2aab3dd94e,5679dcbe-9ad8-439f-8a32-d78694cf50d3,Closed Won,2024-03-30,6.0
d1caaad4-8378-4444-9c69-10937fa96920,6e10c7d2-14f6-4481-b1d5-a150cdce95a8,Contacted,2024-03-05,2.0
195e3d94-62a4-44cd-9266-26ea752d8411,6e10c7d2-14f6-4481-b1d5-a150cdce95a8,Qualified,2024-03-06,3.0
f73e5760-be85-4b27-b444-5db3510e589a,6e10c7d2-14f6-4481-b1d5-a150cdce95a8,Demo Scheduled,2024-03-06,4.0
a3959d1b-2a98-46aa-a676-c2399835b215,139ed1b6-06fc-4b00-9afe-9e58787739f3,Contacted,2024-03-30,2.0
0201aae8-5eec-47e4-adda-120965b88f14,629a46f9-f052-4c14-a6d5-76562a76f118,Contacted,2024-02-24,2.0
71cdae6d-5478-4e70-b9c0-7b0559eae8ad,629a46f9-f052-4c14-a6d5-76562a76f118,Qualified,2024-03-01,3.0
1ed221fd-f864-4b85-9b91-ff5e193e8e05,629a46f9-f052-4c14-a6d5-76562a76f118,Demo Scheduled,2024-03-02,4.0
82e42596-dc8a-43c4-bb0a-635e83f93a22,629a46f9-f052-4c14-a6d5-76562a76f118,Proposal Sent,2024-02-26,5.0
8f7eb31c-c467-4da8-8495-d79a479905e8,49e3b9e9-b402-491b-bbf4-d1d777f404ae,Contacted,2024-06-02,2.0
9c95f7d5-2c9a-4614-89fe-d0ac6ec5d65b,49e3b9e9-b402-491b-bbf4-d1d777f404ae,marketing qualified,2024-06-11,3.0
8c053021-8606-4243-9320-832f636eeaa1,49e3b9e9-b402-491b-bbf4-d1d777f404ae,Demo Scheduled,2024-06-01,4.0
67f69994-01a8-44fc-b7df-6962c87ca8e1,49e3b9e9-b402-491b-bbf4-d1d777f404ae,Proposal Sent,2024-08-06,5.0
1121ab34-e77b-4bf0-8e91-693bd8e292b6,d157db50-fcfb-447a-b805-d8b08bb83bfd,Contacted,2024-05-22,2.0
f94ed9c6-e29c-482e-ac9d-e7e393592e5a,d157db50-fcfb-447a-b805-d8b08bb83bfd,Qualified,2024-05-27,3.0
85055c17-14ec-4694-820f-8ef158da55c6,d157db50-fcfb-447a-b805-d8b08bb83bfd,Demo Scheduled,2024-06-01,4.0
faeb3e1a-50bb-4f7a-a6a1-6a1eb18f393c,d157db50-fcfb-447a-b805-d8b08bb83bfd,Proposal Sent,2024-05-29,5.0
45b1c984-98e4-4809-8c94-5861a50f223d,d157db50-fcfb-447a-b805-d8b08bb83bfd,Closed Won,2024-06-21,6.0
c4c2c40f-4b71-416e-947e-3555e86b12f0,4dfffbd1-5be4-4b36-80dc-b4c427eba01a,Contacted,2024-01-17,2.0
cd08d68a-a732-4303-b87f-93397efaa9ac,4dfffbd1-5be4-4b36-80dc-b4c427eba01a,Qualified,2024-01-07,3.0
979de493-2f8b-4448-8b26-8cf1565ea8b3,e8e7eea7-0a4c-4bef-9a1f-85823ef557d7,Contacted,2024-03-12,2.0
ba3dfcf2-4c57-4d0e-ad2b-989a302167e2,e8e7eea7-0a4c-4bef-9a1f-85823ef557d7,Qualified,2024-03-13,3.0
51afd3f2-3fd1-414e-88cd-e59481398142,e8e7eea7-0a4c-4bef-9a1f-85823ef557d7,demo scheduled,2024-03-17,
c16dbdd7-9e4a-467d-987f-3b1bcea6285b,7a9ad3f3-95d6-4241-a38d-bef95900feb5,Contacted,2024-01-25,2.0
ffe51ce1-8a34-440d-abb9-e6fcc5084353,7a9ad3f3-95d6-4241-a38d-bef95900feb5,Qualified,2024-01-28,3.0
df3e0dfa-fa15-49a2-af7f-ca4aaf4fb22a,7a9ad3f3-95d6-4241-a38d-bef95900feb5,Demo Scheduled,2024-02-18,4.0
44d66a30-c338-4bc4-8889-e4b80e752049,91b7fe6e-b6c9-4f19-be78-5c8dd512f1d5,Contacted,2024-05-11,2.0
5db824cb-6a9d-410e-b3a1-a6cd0af2e4fd,91b7fe6e-b6c9-4f19-be78-5c8dd512f1d5,Qualified,2024-05-18,3.0
b7463ebe-e727-46b1-8424-fb8d13e2873b,91b7fe6e-b6c9-4f19-be78-5c8dd512f1d5,Demo Scheduled,2024-05-13,4.0
0958b854-e8de-4b3c-8848-5370a085d65b,6d83b91f-db45-48b5-904d-0a01259d65eb,Contacted,2024-03-24,2.0
a54a44d7-3709-4bcb-bc1c-8d1060384564,6d83b91f-db45-48b5-904d-0a01259d65eb,Qualified,2024-03-25,3.0
daf4ff2d-a521-4928-9a3d-ccec17d026ba,6d83b91f-db45-48b5-904d-0a01259d65eb,Demo Scheduled,2024-04-02,4.0
0b9c81dd-3b34-49f5-9499-4ab3e0587dec,6d83b91f-db45-48b5-904d-0a01259d65eb,Proposal Sent,2024-04-11,5.0
0a383d6c-32ea-4ec3-9063-e9721e278148,a054e738-1b82-4b5a-9988-eda955dc0f50,Contacted,2024-04-10,2.0
b60a68b0-b92c-496d-88b7-a70138786974,a054e738-1b82-4b5a-9988-eda955dc0f50,Qualified,2024-04-09,3.0
