event_id,lead_id,event_date,contact_type,response_type
f99e1e07-1435-434e-a8bf-9fcbdb48bbad,8644c15e-5749-440f-b9c6-e83677b70d68,2024-03-27,demo request,Interested
61abe263-e09a-4918-8180-0e91e3311c4c,a0e6f374-a23f-421e-b41a-e83509c91e5f,2024-02-28,Email,No Response
4f9e01d9-d1bf-4478-b6b8-66f849ea91b2,a0e6f374-a23f-421e-b41a-e83509c91e5f,2024-03-02,Email,No Response
44a7d378-2dfa-4a12-a213-ca64b6018e01,a0e6f374-a23f-421e-b41a-e83509c91e5f,2024-03-06,LinkedIn Message,No Response
02975f68-cb0c-402c-b2fb-f5ece0750089,a0e6f374-a23f-421e-b41a-e83509c91e5f,2024-03-22,Email,No Response
3f44d81b-3486-4f10-9542-0532a0cb149c,a0e6f374-a23f-421e-b41a-e83509c91e5f,2024-03-13,LinkedIn Message,No Response
47f84866-3790-4a7b-bd95-4dda1f6b5903,a0e6f374-a23f-421e-b41a-e83509c91e5f,2024-03-24,Demo Request,Callback Requested
e656a207-5206-4213-9741-0b39efeeadf3,1ce6a777-68ae-4ee0-85a0-e0b82c774a7b,2024-03-17,Email,No Response
8b94010a-a2ec-4227-8d10-3a43b642a105,1ce6a777-68ae-4ee0-85a0-e0b82c774a7b,2024-03-17,Phone Call,Interested
a1bef20b-3023-4323-8741-94e0cf6aeb9c,1ce6a777-68ae-4ee0-85a0-e0b82c774a7b,2024-03-23,Demo Request,No Response
8886a18d-e9f4-4726-9623-fa573649f1d2,1ce6a777-68ae-4ee0-85a0-e0b82c774a7b,2024-03-23,Email,
1d9a14de-61e2-4f50-a56a-87c4bbb7562f,3d93feab-b909-4374-af89-cc16a68e95d1,2024-01-17,Phone Call,No Response
36ea1843-46d5-4e8e-9bd3-4968ab13a261,3d93feab-b909-4374-af89-cc16a68e95d1,2024-01-22,Email,No Response
ce52b1ab-1675-4b9a-a71a-88376609504e,3d93feab-b909-4374-af89-cc16a68e95d1,2024-02-16,LinkedIn Message,No Response
cf577727-a7cf-45d1-bf42-52c376737fa3,b74887da-4b18-4b35-871e-c63655613550,2024-05-15,Phone Call,No Response
d19fbc17-2726-46be-bedb-07144f0eeebd,b74887da-4b18-4b35-871e-c63655613550,2024-05-19,Phone Call,Responded
47a0e978-e697-41e1-95ab-d21c4d2076d9,b74887da-4b18-4b35-871e-c63655613550,2024-06-08,Demo Request,Interested
7f45492b-4d45-40d8-a4f6-e0f55fa4c994,21113701-0be3-48ff-be95-e5119f8ac580,2024-04-04,Email,No Response
ea123c14-2613-4cb5-8939-073768f7efcc,21113701-0be3-48ff-be95-e5119f8ac580,2024-04-03,Phone Call,No Response
93922b9a-f4d3-46fb-a4ad-1d9676cf5d3b,21113701-0be3-48ff-be95-e5119f8ac580,2024-04-18,Phone Call,Responded
011630cd-72c4-42d7-8b4a-963a64e727d0,be8a4eaf-1e83-4e89-953f-ff4af6ad49df,2024-04-28,Phone Call,No Response
0f43f23b-e8ca-411e-8f0b-4780dc421b26,be8a4eaf-1e83-4e89-953f-ff4af6ad49df,2024-05-03,Email,No Response
a3c18203-4c1d-4bae-8aa0-a1de993184a6,be8a4eaf-1e83-4e89-953f-ff4af6ad49df,2024-05-04,Email,No Response
df79dc3c-fcab-4a68-ade9-34fe3dc08ae0,be8a4eaf-1e83-4e89-953f-ff4af6ad49df,2024-05-17,Phone Call,Interested
372be9c5-4efb-42bc-ae4e-afb2c349e125,be8a4eaf-1e83-4e89-953f-ff4af6ad49df,2024-05-08,LinkedIn Message,No Response
0bcb2e32-0f83-41f7-a77c-92615080d116,a1a6c2de-4b8e-4421-82b4-6b0ef9200dbd,2024-01-27,Email,No Response
d791bcb6-aedf-4ba4-b166-e436d9417b2a,a1a6c2de-4b8e-4421-82b4-6b0ef9200dbd,2024-01-28,LinkedIn Message,No Response
d426b845-01e9-4572-ad10-8aeb2334dd91,a1a6c2de-4b8e-4421-82b4-6b0ef9200dbd,2024-02-23,LinkedIn Message,No Response
4b396435-6b3f-46f4-9b32-50678ef4d00a,a1a6c2de-4b8e-4421-82b4-6b0ef9200dbd,2024-02-21,phone call,
38e61379-5f52-424f-9f2d-6928abc41728,1e01df02-4728-42db-b75e-83659ce5d2fe,2024-03-22,Phone Call,No Response
fbc98145-4f61-4b4c-9948-123644ba1ee3,1e01df02-4728-42db-b75e-83659ce5d2fe,2024-03-23,Demo Request,No Response
78a36c8d-1f8d-417f-85ed-5294864dd637,1e01df02-4728-42db-b75e-83659ce5d2fe,2024-04-19,Demo Request,No Response
757bf7e0-c677-4df8-ae88-08abf6fc182e,1e01df02-4728-42db-b75e-83659ce5d2fe,2024-04-13,Email,No Response
99258e72-d663-41ee-90ae-1899697ec7a9,5681e42c-680f-4b6f-9a25-9bc2d0f63eb8,2024-05-02,Email,Responded
42f6fcb0-78ae-4bcf-b17c-13c5d9c0f44b,5681e42c-680f-4b6f-9a25-9bc2d0f63eb8,2024-05-05,Email,No Response
d1bf71cb-9fc1-4423-8ca6-370d43c20817,5681e42c-680f-4b6f-9a25-9bc2d0f63eb8,2024-05-20,Phone Call,No Response
f21d4471-41e9-4787-8f89-5e028e18ff60,5681e42c-680f-4b6f-9a25-9bc2d0f63eb8,2024-05-29,Email,No Response
63d6a884-5b7a-40eb-9cc5-1118234c8c3b,13ca0103-9c00-4b61-a476-5589fa70cc8a,2024-02-12,Email,No Response
979c9e2d-d4e0-472b-b08d-0c46ddc9a762,13ca0103-9c00-4b61-a476-5589fa70cc8a,2024-02-17,Phone Call,Responded
d87e40bc-3ba6-46d5-8221-98b7c5a9206b,13ca0103-9c00-4b61-a476-5589fa70cc8a,2024-03-13,linkedin message,Responded
9861ba43-4450-4f3e-83fa-2d7dd7e61283,13ca0103-9c00-4b61-a476-5589fa70cc8a,2024-03-10,LinkedIn Message,No Response
8e8679c3-a71e-4296-a4c6-34f1faa9e465,13ca0103-9c00-4b61-a476-5589fa70cc8a,2024-03-11,Demo Request,Callback Requested
9682ea1b-68c5-4041-83fa-ba1590906789,1f3b5f39-1e28-4618-aa7e-4932ad903182,2024-04-26,Email,No Response
51445809-feba-4a26-82be-baedb06d39ff,1f3b5f39-1e28-4618-aa7e-4932ad903182,2024-05-03,LinkedIn Message,No Response
a12e38ef-3762-46fe-afc3-23e84e737b23,1f3b5f39-1e28-4618-aa7e-4932ad903182,2024-05-04,Demo Request,No Response
fe3e3283-90da-418c-ad8c-68d4d203404b,b5dbf6ea-8e00-48dd-b84f-b1d44da87daa,2024-05-04,Email,No Response
6b755fad-7324-4221-941e-bac9a65c3569,b5dbf6ea-8e00-48dd-b84f-b1d44da87daa,2024-05-07,LinkedIn Message,No Response
844683b9-2ba1-4bad-906f-fd75a7511e98,b5dbf6ea-8e00-48dd-b84f-b1d44da87daa,2024-05-29,Phone Call,Responded
80638074-5962-4255-84fa-3452488c171f,b970f522-da29-41b0-b5b7-d758120fee3f,2024-03-09,Phone Call,Callback Requested
9561606f-1d49-4ee3-b529-8a807ade774d,b970f522-da29-41b0-b5b7-d758120fee3f,2024-03-10,Demo Request,Responded
d0f70e94-eec6-47a9-83a8-9cb420c7a276,b970f522-da29-41b0-b5b7-d758120fee3f,2024-04-02,LinkedIn Message,No Response
ee61c9b2-ab89-42d7-a042-0cbb93f7982a,b970f522-da29-41b0-b5b7-d758120fee3f,2024-04-08,Demo Request,Callback Requested
b8b9ead1-eef9-4eec-b115-c059939a36f2,b970f522-da29-41b0-b5b7-d758120fee3f,2024-03-27,Phone Call,Responded
6d49aa8f-c785-4f72-bd25-aa02af2bf355,b970f522-da29-41b0-b5b7-d758120fee3f,2024-03-21,Phone Call,No Response
b5af69b1-879f-46fa-a0e7-623f18bfcdac,b970f522-da29-41b0-b5b7-d758120fee3f,2024-03-28,linkedin message,No Response
6987141a-0e68-4c24-863c-a484109115fb,97f26b15-a377-428b-b14a-53778191e8aa,2024-03-04,Email,No Response
4ac4cdf7-c2f7-468f-ab5a-3687783a463a,97f26b15-a377-428b-b14a-53778191e8aa,2024-03-11,Demo Request,Callback Requested
923d0930-cec1-43c0-a474-8cb4b8998de3,97f26b15-a377-428b-b14a-53778191e8aa,2024-03-16,LinkedIn Message,No Response
4f81eb5e-e4e9-4ac5-98f2-dd3956876fdb,d9edb30c-7c9a-4d22-8cdf-279c682113c5,2024-05-03,Phone Call,No Response
e12ca263-a2f5-4efa-9465-a885171f3815,87110503-c2c3-4d4f-bea5-0cbf48b3101f,2024-05-30,Email,No Response
8694738d-8bb8-468b-9984-6d60c3f0005e,14628014-6b29-4d3a-a20f-c2054ee6f174,2024-04-05,Email,No Response
43dcc2f9-68ed-45ae-93d0-90eb9b624918,14628014-6b29-4d3a-a20f-c2054ee6f174,2024-04-07,Email,No Response
f87d7073-4ceb-4a53-b9d8-583c0a123f0c,14628014-6b29-4d3a-a20f-c2054ee6f174,2024-04-30,Demo Request,No Response
a8f58ee6-9e1a-4818-b19b-ea544ddc5c82,14628014-6b29-4d3a-a20f-c2054ee6f174,2024-04-22,LinkedIn Message,No Response
a4bb4e23-ca11-4ab5-bd22-9a2c8a8e87d7,1fa1c34e-4444-4fb2-9872-6f821d762fa1,2024-04-11,Email,No Response
a133d1d4-e869-442b-b306-4118917c0323,1fa1c34e-4444-4fb2-9872-6f821d762fa1,2024-04-12,LinkedIn Message,No Response
f17e1916-abfa-4abb-a98a-4c708a11739e,1fa1c34e-4444-4fb2-9872-6f821d762fa1,2024-04-26,Email,No Response
337b784e-a86e-4f05-bb09-824c5a225dfb,1fa1c34e-4444-4fb2-9872-6f821d762fa1,2024-05-01,Email,Responded
388b7149-a997-4501-a046-561d16364060,541a4dd4-b00f-45b3-bc4a-d4f02ef8f7d8,2024-04-19,Email,
9c4cac47-1399-44a8-9989-ef7bf3a030be,541a4dd4-b00f-45b3-bc4a-d4f02ef8f7d8,2024-04-22,LinkedIn Message,No Response
3b62aaac-34cd-45d0-99c7-683204079df7,541a4dd4-b00f-45b3-bc4a-d4f02ef8f7d8,2024-05-16,Phone Call,Callback Requested
b1fefd0b-e1ee-45b4-8173-134c2e837b43,541a4dd4-b00f-45b3-bc4a-d4f02ef8f7d8,2024-05-10,Email,No Response
800a37ff-fc7c-4cc5-8832-8f18b94313b3,541a4dd4-b00f-45b3-bc4a-d4f02ef8f7d8,2024-05-15,Demo Request,Interested
67add8bc-5621-4e78-99fc-d0afb9ef3ca6,008afd07-7b5d-45e4-b2d0-4aeab112e8c8,2024-05-13,Email,
3368b2a7-21cb-4cd3-8903-422eeb471964,008afd07-7b5d-45e4-b2d0-4aeab112e8c8,2024-05-17,Email,No Response
d1be001d-3056-4770-b75a-30202d21d34d,008afd07-7b5d-45e4-b2d0-4aeab112e8c8,2024-05-29,phone call,Callback Requested
ce7117a0-9e7a-4e34-8d03-08299806b11d,008afd07-7b5d-45e4-b2d0-4aeab112e8c8,2024-06-07,Phone Call,No Response
3edd4496-df43-4a60-a36b-c5924b2acbe6,80ba43b2-5ff7-448d-b4e3-398641a6db31,2024-01-20,Email,No Response
031da253-0c51-4824-8497-4fbd88a5dd2e,80ba43b2-5ff7-448d-b4e3-398641a6db31,2024-01-24,Phone Call,Interested
756674da-850b-435e-a129-3e9af62559ce,80ba43b2-5ff7-448d-b4e3-398641a6db31,2024-02-14,LinkedIn Message,No Response
ebc4be35-0739-40c9-afbf-d91fe7ec257f,80ba43b2-5ff7-448d-b4e3-398641a6db31,2024-02-10,Demo Request,No Response
1b2c0d8d-ea21-420e-9f57-6a15aa5a3116,3fa67fd6-b9ec-4430-9581-74373d8b4f0d,2024-04-14,email,Callback Requested
ea918d07-57c8-4834-ad64-bb0b3a6d5920,3fa67fd6-b9ec-4430-9581-74373d8b4f0d,2024-04-15,Phone Call,Responded
de9441c7-ce24-426b-84fa-d5ecfd6db200,3fa67fd6-b9ec-4430-9581-74373d8b4f0d,2024-05-09,LinkedIn Message,Responded
6c103cdc-ea8f-43ab-9194-2e3e42d07a5d,3fa67fd6-b9ec-4430-9581-74373d8b4f0d,2024-05-11,Demo Request,
dd1dbfc2-53be-48d0-95d9-fe699c2e42cb,3fa67fd6-b9ec-4430-9581-74373d8b4f0d,2024-05-08,Phone Call,Interested
daa8f454-8d82-416e-ae12-1469df877267,d3855036-ee92-482d-82c1-9dd193952608,2024-04-27,Phone Call,No Response
ae2c7ac0-2278-4121-a661-1580a04ed99d,d3855036-ee92-482d-82c1-9dd193952608,2024-04-28,Phone Call,Interested
6f01f5a6-4c88-444f-a28c-a27f9e94c1e9,d3855036-ee92-482d-82c1-9dd193952608,2024-05-19,phone call,No Response
0f596a26-7b18-4fea-a483-d793b2953d9e,d3855036-ee92-482d-82c1-9dd193952608,2024-05-13,LinkedIn Message,No Response
dee14369-3a83-4d1c-9dcd-a3fedbc50890,d3855036-ee92-482d-82c1-9dd193952608,2024-05-11,Email,No Response
99c8e1ff-a0ed-4692-a33b-448f266b757e,c40877a4-f381-4f4e-9ee7-0b77aac006af,2024-01-24,email,Interested
5e8b3fdf-4ea5-43bb-b468-0c05ffe353cc,c40877a4-f381-4f4e-9ee7-0b77aac006af,2024-01-26,LinkedIn Message,Callback Requested
e8fc7f48-8346-4574-aa1e-36a5e1272b09,c40877a4-f381-4f4e-9ee7-0b77aac006af,2024-02-08,Demo Request,Responded
47889723-a930-493d-a5f3-33ca23c9ee53,c40877a4-f381-4f4e-9ee7-0b77aac006af,2024-02-09,Demo Request,No Response
ba197cd0-9f0b-477f-b3fa-0cac52565345,c40877a4-f381-4f4e-9ee7-0b77aac006af,2024-02-05,Email,Responded
cb6b5cb6-12dc-4c33-9ec9-ca975c32f027,c40877a4-f381-4f4e-9ee7-0b77aac006af,2024-02-22,Phone Call,Interested
885c6a52-3dd8-4268-96a2-440f41a1526b,58a298ee-c9d4-4979-bc15-9f83607a7218,2024-05-10,Email,No Response
74a0e246-32fc-4790-9dd0-eab8a57761ad,58a298ee-c9d4-4979-bc15-9f83607a7218,2024-05-14,Email,No Response
603da37a-bc8d-4d3c-ad82-5d2c7ffca0d5,1993c120-7ebc-404e-869f-b96c29a56c98,2024-03-01,Email,No Response
962cbcac-7a2a-451d-9698-a021725df119,145da005-9026-4d84-8e44-d575676b1233,2024-04-18,Email,No Response
baaa992c-db94-49f3-a2ee-906c9ba1e1b4,145da005-9026-4d84-8e44-d575676b1233,2024-04-21,Demo Request,No Response
6efc8ffa-9e96-4fbf-9682-addd0d9af770,145da005-9026-4d84-8e44-d575676b1233,2024-04-29,LinkedIn Message,No Response
f49c7cf5-6434-4f67-9bcd-b39f830e1b93,145da005-9026-4d84-8e44-d575676b1233,2024-05-15,Demo Request,No Response
9bb83f24-a474-4f12-b30c-db5f20bbbd4d,145da005-9026-4d84-8e44-d575676b1233,2024-05-04,Email,No Response
3714fa4b-44fd-4b31-8a6a-dbee29b373d4,5f7c4809-f723-422c-972d-9da7717c054d,2024-04-06,Email,No Response
95a16a30-9ff0-4c85-9941-9539f041f870,5f7c4809-f723-422c-972d-9da7717c054d,2024-04-08,Phone Call,No Response
a1751079-2668-4f4e-a95b-cef1d7a8a7d6,8214730d-1522-4175-9059-288992751a2d,2024-04-15,Phone Call,No Response
194d6a3d-e941-4c08-9fe0-1b4be737db3e,8214730d-1522-4175-9059-288992751a2d,2024-04-20,LinkedIn Message,No Response
7aca70d2-77d7-4d23-9c3f-34335f7860f9,8214730d-1522-4175-9059-288992751a2d,2024-04-23,Demo Request,Responded
35cad507-2ac3-4dc9-a030-dd532ef35ca4,8214730d-1522-4175-9059-288992751a2d,2025-02-01,Email,
d0cb349f-3604-4087-bca0-b2ec2a15922c,8214730d-1522-4175-9059-288992751a2d,2024-04-22,Phone Call,Responded
71b395e1-e6d7-4c8f-a1f6-16b11b32b107,8214730d-1522-4175-9059-288992751a2d,2024-04-26,Phone Call,Responded
d05cb956-3c51-4c65-be33-3eefaa10ccf5,8214730d-1522-4175-9059-288992751a2d,2024-05-08,Demo Request,Responded
53649c71-4e93-4eef-bbd9-d7c698167e4e,8214730d-1522-4175-9059-288992751a2d,2024-05-03,Demo Request,Callback Requested
26f857b8-db9c-4714-8bd7-1048f8e62cb5,0cca2624-796c-40c3-a18b-5f86063aab1c,2024-04-06,email,No Response
19390c24-aa35-448f-a632-b35d1d2d3fa5,0cca2624-796c-40c3-a18b-5f86063aab1c,2024-04-08,LinkedIn Message,No Response
91101423-a28c-48d2-a7f9-3a7b13db7b24,0cca2624-796c-40c3-a18b-5f86063aab1c,2024-04-30,Phone Call,No Response
b2b1616f-db90-4e05-8b0c-9b4ff46c42ab,0cca2624-796c-40c3-a18b-5f86063aab1c,2024-04-26,Email,No Response
45513150-8946-4fab-b126-2bd1712559a2,0cca2624-796c-40c3-a18b-5f86063aab1c,2024-04-20,Demo Request,Responded
bf95617f-3df0-4f1b-b1b0-14eb8a579c86,0cca2624-796c-40c3-a18b-5f86063aab1c,2024-04-17,LinkedIn Message,Callback Requested
bd89e40e-fc13-4e3d-97c5-d5e978dc7b40,0cca2624-796c-40c3-a18b-5f86063aab1c,2024-05-04,Email,No Response
52f6ae2d-3fb6-4351-8ea3-2a69724b511d,0cca2624-796c-40c3-a18b-5f86063aab1c,2024-04-22,Demo Request,No Response
648478b3-e229-487c-99a3-f37d0f3c4532,f771272a-25fc-4735-a04a-e77837934c6b,2024-03-03,Phone Call,Responded
6ae0f39f-eaee-439d-9900-19dae9be598e,f771272a-25fc-4735-a04a-e77837934c6b,2024-03-06,Demo Request,Responded
2646718e-a62c-4143-8bb7-b9053b0c4e1f,f771272a-25fc-4735-a04a-e77837934c6b,2024-03-19,LinkedIn Message,No Response
6d22901b-bbbc-415a-b0f3-2825c3d664ca,f771272a-25fc-4735-a04a-e77837934c6b,2024-03-18,Demo Request,No Response
14b352d1-7c58-4512-aed6-7a806e11f988,f771272a-25fc-4735-a04a-e77837934c6b,2024-03-27,Demo Request,Interested
d722f46b-61a7-4fcc-98e9-13d07e90d076,2f3fe0ae-762d-4e62-989f-8c526b71c1e8,2024-06-01,Email,No Response
fc8e52df-f613-424e-85f9-43637ee37e99,2f3fe0ae-762d-4e62-989f-8c526b71c1e8,2024-06-01,Phone Call,No Response
c6be6680-898f-4422-9b9f-bf909a2de78a,2f3fe0ae-762d-4e62-989f-8c526b71c1e8,2024-06-29,LinkedIn Message,No Response
385bb0c1-26bb-425f-a87c-088cb42379e9,2f3fe0ae-762d-4e62-989f-8c526b71c1e8,2024-06-17,Phone Call,Interested
4079adf1-9eb2-40d0-91c5-4aaba7f9c95a,2f3fe0ae-762d-4e62-989f-8c526b71c1e8,2024-06-07,Phone Call,No Response
bd3f860e-a27d-415c-961f-d7e9b47a9813,12c647e9-0bda-4235-a4e9-445673700698,2024-05-31,Phone Call,No Response
0f22de2e-d18d-47c9-ba78-4d9e3120aab2,12c647e9-0bda-4235-a4e9-445673700698,2024-06-01,Demo Request,Responded
e17c2389-63de-4f67-9e4c-3fc97670b9d3,12c647e9-0bda-4235-a4e9-445673700698,2024-06-13,LinkedIn Message,Responded
64070def-6fc6-48eb-a684-d6ae9a684e28,12c647e9-0bda-4235-a4e9-445673700698,2024-06-13,Phone Call,Interested
0988351f-01d9-461b-b72c-14a6e2d23e05,a1a9e749-fad5-4eb0-a192-78fa6ff4654e,2024-01-30,Email,No Response
79615f9f-215a-4097-9fc9-2554a462f219,a1a9e749-fad5-4eb0-a192-78fa6ff4654e,2024-01-30,Phone Call,Interested
cbb6228e-7c5e-4486-b9d9-e5f41dc6ef3e,2caa5826-c898-435a-8df1-2843883a18f6,2024-02-03,Email,Interested
5c701518-9f3f-433c-b271-b75254cc75d6,2caa5826-c898-435a-8df1-2843883a18f6,2024-02-04,Phone Call,No Response
450e3d6d-c296-41b7-ba4c-689bd94a3823,2caa5826-c898-435a-8df1-2843883a18f6,2024-02-22,Email,No Response
af1bccd4-5aa2-4af4-866f-1658c5ff634d,2adfee19-13d4-449d-a094-4109dd778f76,2024-05-24,Phone Call,Responded
1f850528-8717-49d0-9bca-71ec86ceb2c6,2adfee19-13d4-449d-a094-4109dd778f76,2024-05-27,Demo Request,No Response
c5d5998d-0f2f-4a08-b99b-df5864d942ef,2adfee19-13d4-449d-a094-4109dd778f76,2024-06-16,Demo Request,Interested
e8da8b1f-3ffe-46b3-a87b-c017b570378e,4aa4a075-1a13-40df-af1f-d6c9aeb40b8e,2024-01-14,Email,No Response
c1f8e347-8b57-40fe-b738-f3a43e6a2d7c,4aa4a075-1a13-40df-af1f-d6c9aeb40b8e,2024-01-16,Phone Call,Callback Requested
693e6842-9d01-4d6e-9de2-c60ae7311e64,4aa4a075-1a13-40df-af1f-d6c9aeb40b8e,2024-02-10,Phone Call,No Response
a997c831-43bb-4b5c-ad84-1793e5ac5db2,4aa4a075-1a13-40df-af1f-d6c9aeb40b8e,2024-01-26,Phone Call,No Response
d47cf86f-f2a2-43f6-9bef-dccacc3fff3b,dc980093-52fd-4881-a2e4-bafb50a84284,2024-04-21,Email,No Response
4f3b964b-97dd-4952-a9f3-a46e656aabfa,dc980093-52fd-4881-a2e4-bafb50a84284,2024-04-25,Demo Request,Responded
59e56a9e-88e8-4a8d-8aa9-e3c3108a2006,a0d9ad1f-eaf6-4aba-89ac-6a3f2bcb7998,2024-02-17,Email,
eedadd00-63ec-4bfe-96bc-1a8e171abf9f,13593554-5673-4f48-994a-de86272c90ed,2024-01-27,Phone Call,No Response
f2579986-8736-44bc-801e-ca5aebaa83f1,13593554-5673-4f48-994a-de86272c90ed,2024-01-28,Demo Request,
f50c7706-77aa-4ee5-8f90-e54a9fea498b,67868a1a-97d8-4295-9867-61db5e5abaca,2024-01-29,Email,No Response
83693234-843b-418c-8a51-e16e0987cbc4,67868a1a-97d8-4295-9867-61db5e5abaca,2024-01-31,Phone Call,No Response
e9da52c2-5604-42b1-989b-2d1d0a60f987,67868a1a-97d8-4295-9867-61db5e5abaca,2024-02-08,Demo Request,No Response
6621df64-3a28-4011-ac86-0da6fa62123b,67868a1a-97d8-4295-9867-61db5e5abaca,2024-02-11,Demo Request,No Response
7d41dbfa-3119-4e4d-916f-bd97cf826e27,67868a1a-97d8-4295-9867-61db5e5abaca,2024-02-09,Demo Request,Responded
236648fb-5d1d-463e-93a8-efc7e451b7a5,f7ecac4a-b37c-46b0-a77e-7be7d72a6b49,2024-05-16,Phone Call,Callback Requested
8f11f9bd-ceba-48a2-a2ce-81adf9133eb5,f7ecac4a-b37c-46b0-a77e-7be7d72a6b49,2024-05-17,Phone Call,No Response
bc19de24-3b3f-4c1f-b8ad-5ee1fc3e3cc0,e0356dcf-fa94-4592-a139-2207769ebc36,2024-02-09,Phone Call,Responded
49d902e8-ae24-476b-a775-7e4d7efff2b7,e0356dcf-fa94-4592-a139-2207769ebc36,2024-02-08,Demo Request,Responded
49769c4d-73f7-42a4-a941-e126e56804e3,68033340-08d1-4d5c-aaf3-4c23f26ea12e,2024-03-28,Phone Call,Interested
78bc02e3-c541-44c5-9503-2e4196159b91,68033340-08d1-4d5c-aaf3-4c23f26ea12e,2024-04-02,Demo Request,Interested
59807d70-67aa-4e38-ad12-918e79078629,68033340-08d1-4d5c-aaf3-4c23f26ea12e,2024-04-14,Phone Call,Callback Requested
4e6c76ec-2520-41c9-a98c-8e1bb9575ed3,6ab16318-9994-42f5-bf55-72822cfddc99,2024-02-15,Phone Call,No Response
1ed2a9ed-1b84-493c-adcf-cfcdf94197b8,6ab16318-9994-42f5-bf55-72822cfddc99,2024-02-20,LinkedIn Message,Interested
ced5f3f9-dfa3-401b-b1b1-99ec3f0cf189,6ab16318-9994-42f5-bf55-72822cfddc99,2024-03-06,LinkedIn Message,No Response
d727b7bc-9c99-4c42-95fe-66df9be05602,6ab16318-9994-42f5-bf55-72822cfddc99,2024-02-26,Phone Call,No Response
6b29aed6-e64c-45f5-95db-5018bde891ee,6ab16318-9994-42f5-bf55-72822cfddc99,2024-03-07,Phone Call,No Response
490e7cfd-7a11-40ac-8fe7-392c109d2395,a388ee72-0fdf-4ffe-bb17-77184563b0c9,2024-01-13,Email,No Response
c3a1421a-73a5-45d7-bbad-1288b5adab5b,a388ee72-0fdf-4ffe-bb17-77184563b0c9,2024-01-15,LinkedIn Message,No Response
